type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
TV Show,ro raha hai dil,13+,1 Season,"Drama, Romance",6.1,junaid khan,sonia mishal,asad siddiqi,usman peerzada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,phenix,16+,91 min,Drama,6.1,florent hill,louis sers,lã©o ferrand,romain dorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mitzi... roarin' in the 20s,16+,51 min,"Arts, Entertainment_Culture",6.1,mitzi gaynor,carl reiner,ken berry,linda hopkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bunnyman vengeance,18+,107 min,Horror,6.1,diana prince,marshal hilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,younger & younger,R,97 min,"Comedy, Drama, Sci_Fi",6.1,donald sutherland,lolita davidovich,brendan fraser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,beauty queen butcher,13+,118 min,"Horror, Suspense",6.1,rhona brody,kathryn a. mensik,tammy pescatelli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a sweetest kiss,16+,104 min,"Drama, LGBTQ",6.1,stefanie estes,sarah navratil,olivia howel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tomorrow's star,16+,82 min,"Arts, Entertainment_Culture, Drama, MusicVideos_Concerts",6.1,jerry c,maggie chang,stephanie hesterberg,lara veronin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,about hope,13+,92 min,"Comedy, Drama",6.1,justin ray,christine juarbe,aaron groben,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the climbers,13+,123 min,"Action, Drama",6.1,wu jing,zhang ziyi,jackie chan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cheating hearts,16+,69 min,Drama,6.1,laila odom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,reagan's room,ALL,1 Season,"Animation, Kids",6.1,reagan rundus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,panic,NR,1 Season,"Drama, YoungAdultAudience",6.1,olivia welch,mike faist,jessica sula,ray nicholson,camron jones,enrique murciano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,wrong swipe,UNRATED,86 min,Suspense,6.1,anna hutchison,carissa staples,rhys ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,viswadabhirama,18+,103 min,"Action, Suspense",6.1,chitam srinu,pandu,anil,anand,sahasra,manasa,roja reddy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the purple night,18+,58 min,Action,6.1,ratnesh rai,gaana bhat,rajiv nema,ritwik varma,hiranmayi srinivasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the perfect daughter,UNRATED,93 min,Drama,6.1,brady smith,sadie calvano,reiley mcclendon,johann urb,blaine saunders,meredith salenger,parker stevenson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,nora's hair salon 3,16+,74 min,Comedy,6.1,miguel nunez jr.,jean_claude lamarre,laila odom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,no witnesses,18+,101 min,"Drama, Suspense",6.1,paul antony rogers,jacob machin,madeline valentinis,annie wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the farewell,13+,100 min,"Arts, Entertainment_Culture, Comedy, Drama",6.1,awkwafina,shuzhen zhao,x mayo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,unlawful duties,18+,9 min,"Action, Drama, Suspense",6.1,chrystopher avant,dennis mallen,david mann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,miracle in the woods,13+,92 min,Drama,6.1,meredith baxter,della reese,patricia heaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sketch,13+,131 min,"Action, Drama, International",6.1,vikram,tamannaah,soori,baburaj,r.k. suresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,borat: vhs cassette of material deemed â€œsub_acceptableâ€ by kazakhstan ministry of censorship and circumcision,18+,1 Season,Documentary,6.1,sacha baron cohen,maria bakalova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,begum jaan,18+,128 min,"Action, Drama, International",6.1,vidya balan,ila arun,naseeruddin shah,rajit kapoor,ashish vidyarthi,vivek mushran,chunky pandey,gauhar khan,pallavi sharda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ae dil hai mushkil,13+,156 min,"Drama, International, Romance",6.1,aishwarya rai bachchan,ranbir kapoor,anushka sharma,fawad khan,shah rukh khan,alia bhatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,little baby bum _ bath song and more nursery rhymes,ALL,33 min,Kids,6.1,grace tamayo,erin webbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,knives out (4k uhd),PG_13,130 min,Comedy,6.1,ana de armas,toni collette,christopher plummer,don johnson,michael shannon,jaeden martell,riki lindhome,chris evans,jamie lee curtis,lakeith stanfield,daniel craig,katherine langford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sing and learn with johny _ looloo kids,ALL,42 min,"Animation, Kids",6.1,looloo kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,playtime fun for kids _ looloo kids,ALL,41 min,"Animation, Kids",6.1,looloo kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,for my daughter's honor,13+,88 min,Drama,6.1,gary cole,nicholle tom,mac davis,mary kay place,alyson hannigan,sara rue,sean murray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the cowboy and the indians,13+,70 min,"SpecialInterest, Western",6.1,gene autry,champion,sheila ryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,riders in the sky,13+,71 min,"SpecialInterest, Western",6.1,gene autry,champion,gloria henry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,one night,16+,114 min,"Comedy, Drama, Romance",6.1,fabian farina,jeanette pacifico,mariano mattei,alyssa lee lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my brother's keeper,16+,97 min,"Drama, Suspense",6.1,nelson j. davis,shatareia stokes,nicole m. williams,jamarious mccullough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cow town,13+,71 min,"SpecialInterest, Western",6.1,gene autry,champion,gail davis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,voyage of the chimera,13+,84 min,Sci_Fi,6.1,kyle cruz_cordova,andrew vandegrift,brian ricardo nakanishi,art razo,andrew hook,blackwell hird,anthony kelly,dylan tompkins,jasper johnson,troy harris,henry grossen,dalton wooldridge,charlie grossen,jessica magers,peter greenwood,ashley reichert,kevin durkin,andrew comden,luke chambers,john anchondo,david mahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,little white lie,13+,66 min,Documentary,6.1,lacey schwartz,peggy schwartz,robert schwartz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,james brown _ mr dynamite: the rise of james brown,13+,120 min,"Documentary, MusicVideos_Concerts",6.1,james brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a million hits,16+,71 min,"Action, Drama",6.1,tess cline,monica perez,kate st. clair,alyona real,david roland strong,fran williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,used and borrowed time,18+,1 Season,"Drama, Romance",6.1,grant morenz,maureen o'connor,alice kelly bahlke,cam kornman,clas duncan,marshall bonny,emily seibert,gavin rohrer,ox king,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,yatra (tamil),ALL,125 min,"Drama, International",6.1,mammootty,suhasini maniratnam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,manifest destiny: the lewis & clark musical adventure,13+,87 min,Comedy,6.1,jeremy hoffman,kev abrams,jesse grotholson,kristen terry,matt bittner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,jean of the joneses,16+,86 min,"Comedy, Drama, Romance",6.1,taylour paige,gloria reuben,sherri shepherd,erica ash,michelle hurst,shailyn pierre_dixon,coco assad,anna hopkins,franã§ois arnaud,mamoudou athie,demore barnes,cara ricketts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,humpty sharma ki dulhania,13+,131 min,"Comedy, Drama, Romance",6.1,alia bhatt,varun dhawan,ashutosh rana,deepika amin,siddharth shukla,sahil vaid,gaurav pandey,jaswant daman,keneth desai,mahnaz damania,aditya sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,huella: a rising voices film,16+,14 min,Suspense,6.1,shakira barrera,denise blasor,carla valentine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,jamillah & aladdin,TV_Y7,2 Seasons,"Action, Comedy, Kids",6.1,wilson radjou_pujalte,blossom campbell,joe vaz,leroy bonsu,peter butler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kill me three times,R,90 min,"Action, Adventure, Suspense",6.1,simon pegg,sullivan stapleton,teresa palmer,alice braga,callan mulvey,luke hemsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,garden of hedon,18+,118 min,"Horror, Sci_Fi",6.1,danielle lozeau,richard cutting,manuel poblete,daniel ross,leanna chamish,lauren lakis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the blazing sun,NR,70 min,"SpecialInterest, Western",6.1,gene autry,champion,lynne roberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,small faces,18+,103 min,Drama,6.1,iain robertson,joseph mcfadden,js duffy,laura fraser,clare higgins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the human comedy,13+,90 min,"Comedy, Drama",6.1,arman darvish,hooman seyedi,leila zareh,hasti mahdavifard,niki karimi,bahareh kianafshar,alireza shojanoori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the adventures of major miracle,16+,71 min,Action,6.1,daniel elston,madeleine simard,kayleigh m. styles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the stonecutter,ALL,80 min,Drama,6.1,teiki pambrum,hereiti biron,papa matarau,lena grell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,"lo and behold, reveries of the connected world",PG_13,98 min,Documentary,6.1,elon musk,dr. robert kahn,kevin mitnick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,acapulco gold,13+,88 min,"Action, Drama, Suspense",6.1,marjoe gortner,robert lansing,randi oakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the hurricane,13+,104 min,"Action, Drama, Romance",6.1,dorothy lamour,jon hall,mary astor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the westerner,13+,100 min,"Drama, Romance, Western",6.1,gary cooper,walter brennan,doris davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the mimic,16+,82 min,Comedy,6.1,thomas sadoski,jake robinson,austin pendleton,gina gershon,jessica walter,marilu henner,didi conn,tammy blanchard,m. emmet walsh,doug plaut,josh pais,steve routman,matthew maher,jessica keenan wynn,teddy coluca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shedding,16+,76 min,Drama,6.1,lex quarterman,karla droege,jacquelyn zook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a sunburnt christmas,13+,91 min,Comedy,6.1,daniel henshall,sullivan stapleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the opposite of sex,R,101 min,Comedy,6.1,christina ricci,lisa kudrow,johnny galecki,martin donovan,william lee,lyle lovett,ivan sergei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the haunted hotel,13+,95 min,"Horror, Sci_Fi",6.1,reece ritchie,hugh fraser,paul moriarty,judith sharp,kate cook,joshua dickinson,andrew hollingworth,roderick smith,dominic taylor,jon mckenna,angeline hunt,miles jovian,dan rutter,agnes lillis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,deceitful passions,16+,121 min,"Drama, Romance",6.1,giovanni smooth,demaris harvey,shelby leigh,alphonso settles,tory monay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,in the blink of an eye,16+,86 min,Drama,6.1,jeffrey dean morgan,denise richards,mimi rogers,piper laurie,veronica hamel,kevin rahm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hitler's ss: portrait in evil,13+,145 min,"Action, Drama",6.1,bill nighy,john shea,colin jeavons,john normington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dreamtime,13+,27 min,Horror,6.1,jay wright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,fallout,13+,1 Season,TVShows,6.1,mark mitchell,ian mune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,venom coast,16+,93 min,Horror,6.1,anthony jan potter,carolyn compton,kelly ann dunn,kylie brady,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,uyarndha manithan,ALL,162 min,Drama,6.1,sivaji ganesan,sowcar janaki,s. a. ashokan,major sundarrajan,manorama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,japanese story,R,99 min,"Arthouse, Arts, Entertainment_Culture, Drama",6.1,toni collette,otaro tsunashima,matthew dyktynski,lynette curran,yumiko tanaka,kate atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,thoongaa vanam,13+,121 min,"Action, Suspense",6.1,kamal haasan,prakash raj,trisha,kishore,sampath raj,yugi sethu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cuckoo,13+,149 min,Romance,6.1,dinesh ravi,malavika nair,aadukalam murugadoss,e. ramdoss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,zebra girl,18+,79 min,"Drama, Suspense",6.1,tom cullen,sarah roy,jade anouka,anna wilson_jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,tangerine,R,88 min,"Comedy, Drama, Suspense",6.1,alla tumanian,mya taylor,karren karagulian,kitana kiki rodriguez,luiza nersisyan,james ransone,mickey o'hagan,arsen grigoryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the g,18+,1 Season,Drama,6.1,william l. johnson,morocco omari,antoine mckay,donny williams,christie tate,guy spencer,james gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,54321,13+,112 min,"Drama, Suspense",6.1,shabeer kallarakkal,aarvin,pavithra,rohini,ravi raghavendra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,range runners,13+,111 min,"Action, Horror, Suspense",6.1,celeste m cooper,sean patrick leonard,michael b. woods,tiffany renee johnson,sarah charipar,carl clemons_hopkins,mariah gordon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the waste land,16+,130 min,Drama,6.1,wang meng,jiao zhonghui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV Show,the prisoner of zenda,13+,1 Season,"Drama, Romance",6.1,malcolm sinclair,pauline moran,george irving,victoria wicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,meow,13+,107 min,Horror,6.1,maina balu,urmila gayathri,anand raga,king raja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,"lon chaney in the unholy three _ the original 1925 classic, directed by tod browning",13+,86 min,"Action, Drama, Horror",6.1,lon chaney,victor mclaglen,harry earles,mae busch,matt moore,matthew betz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,flesh and blood,16+,78 min,Drama,6.1,christopher eccleston,emma cunniffe,stephen graham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,rifftrax: frankenstein island,16+,96 min,"Comedy, Horror, Sci_Fi",6.1,michael j. nelson,kevin murphy,bill corbett,john carradine,robert clarke,steve brodie,cameron mitchell,mystery science theater 3000 guys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my zoe,R,102 min,"Drama, Sci_Fi",6.1,julie delpy,daniel brã¼hl,gemma arterton,sophia ally,richard armitage,saleh bakri,kerem can,lindsay duncan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,kansas city,16+,116 min,"Drama, Suspense",6.1,jennifer jason leigh,steve buscemi,miranda richardson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,sengottai,ALL,152 min,"Action, Drama, Romance",6.1,arjun,meena,rambha,vijayakumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,seithithaal,13+,111 min,Drama,6.1,punch bharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,it might be you,18+,78 min,Drama,6.1,douglas hodge,frances barber,jim carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ammani,7+,94 min,Drama,6.1,lakshmy ramakrishnan,subbalakshmi,nithin sathya,george maryan,robo shankar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,megiddo: the omega code 2,PG_13,106 min,Action,6.1,michael york,michael biehn,joseph makkar,guy siner,diane venora,michael chinyamurindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,meendum oru mariyathai,13+,109 min,Drama,6.1,bharathiraja,nakshatra,fenon j rodriguez,joe malloori,mounika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,alice in panchalinadu,ALL,106 min,"Drama, Suspense",6.1,kamya ahlawat,ajay mathew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fahim anwar: there's no business like show business,18+,65 min,"Arts, Entertainment_Culture, Comedy, SpecialInterest",6.1,fahim anwar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,absence of the good,R,99 min,"Action, Suspense",6.1,stephen baldwin,tyne daly,allen garfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,night stage to galveston,13+,62 min,Western,6.1,gene autry,champion,virginia huston,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cool money,16+,88 min,Action,6.1,james marsters,margot kidder,john cassini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,glass house: the good mother,R,94 min,"Horror, Suspense",6.1,angie harmon,joel gretsch,jordan hinson,bobby coleman,jason london,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bayou caviar,18+,111 min,"Action, Suspense",6.1,cuba gooding, jr.,famke janssen,richard dreyfuss,lia marie johnson,katharine mcphee,gregg bello,ken lerner,sam thakur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,attack of the 50 foot cheerleader,R,83 min,Comedy,6.1,sean young,ryan merriman,treat williams,john landis,jena sims,sasha jackson,ted raimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,where sleeping dogs lie,R,103 min,"Drama, Suspense",6.1,sharon stone,dylan mcdermott,tom sizemore,charles finch,ron karabatsos,brett cullen,mary woronov,danitz kingsley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
