type,title,rating,duration,listed_in,IMDb,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
TVShow,wet hot american summer: ten years later,TV-MA,1 Season,TVComedies,6.4,elizabeth banks,lake bell,h. jon benjamin,michael ian black,sarah burns,josh charles,jai courtney,beth dover,john early,mark feuerstein,janeane garofalo,skyler gisondo,nina hellman,samm levine,joe lo truglio,ken marino,christopher meloni,alyssa milano,a.d. miles,marguerite moreau,eric nenninger,zak orth,david hyde pierce,chris pine,amy poehler,paul rudd,jason schwartzman,adam scott,molly shannon,michael showalter,rich sommer,david wain,kristen wiig,,,,,,,,,,,,,,,,,
Movie,the invisible guardian,TV-MA,129 min,"InternationalMovies, Thrillers",6.4,marta etura,elvira mã­nguez,francesc orella,itziar aizpuru,nene,miquel fernã¡ndez,pedro casablanc,colin mcfarlane,benn northover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,"oh, hello on broadway",TV-MA,102 min,StandUpComedy,6.4,nick kroll,john mulaney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,howards end,PG,143 min,"ClassicMovies, Dramas, IndependentMovies",6.4,anthony hopkins,vanessa redgrave,helena bonham carter,emma thompson,james wilby,samuel west,jemma redgrave,joseph bennett,nicola duffett,susie lindeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,trevor noah: afraid of the dark,TV-14,67 min,StandUpComedy,6.4,trevor noah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,happy new year,TV-14,179 min,"Action_Adventure, Comedies, Dramas",6.4,shah rukh khan,deepika padukone,abhishek bachchan,sonu sood,boman irani,vivaan shah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,coin heist,TV-14,98 min,"Children_FamilyMovies, Dramas",6.4,sasha pieterse,alexis g. zall,alex saxon,jay walker,mark blum,neal huff,michael cyril creighton,blanche baker,connor ratliff,will denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bee movie,PG,92 min,"Children_FamilyMovies, Comedies",6.4,jerry seinfeld,renã©e zellweger,matthew broderick,patrick warburton,john goodman,chris rock,kathy bates,barry levinson,larry king,ray liotta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mr. pig,TV-MA,97 min,"Dramas, IndependentMovies, InternationalMovies",6.4,danny glover,maya rudolph,josã© marã­a yazpik,joel murray,angã©lica aragã³n,gabriela araujo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,my runway,TV-14,1 Season,"InternationalTvShows, KoreanTVShows, RomanticTVShows",6.4,ji-yeon park,dong-ho kang,chul-woong kang,bo-hyun ahn,hak jin,se-jin park,kisum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,fall in love with me,TV-14,1 Season,"InternationalTvShows, RomanticTVShows, TVComedies",6.4,aaron yan,tia lee,jack lee,katherine wang,beatrice fang,vince kao,chen bor jeng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,my big night,TV-MA,97 min,"Comedies, InternationalMovies, Music_Musicals",6.4,raphael,mario casas,pepã³n nieto,blanca suã¡rez,hugo silva,carmen machi,luis callejo,carlos areces,enrique villã©n,santiago segura,jaime ordoã±ez,tomã¡s pozzi,carolina bang,ana polvorosa,luis fernã¡ndez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cedric the entertainer: live from the ville,TV-MA,60 min,StandUpComedy,6.4,cedric the entertainer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,la esclava blanca,TV-MA,1 Season,"InternationalTvShows, Spanish_LanguageTVShows, TVDramas",6.4,nerea camacho,oriã¡n suã¡rez,miguel de miguel,modesto lacen,norma martã­nez,ricardo vesga,viã±a machado,andrã©s suã¡rez,natasha klauss,miroslava morales,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,hannibal buress: comedy camisado,TV-MA,68 min,StandUpComedy,6.4,hannibal buress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the other one: the long strange trip of bob weir,TV-14,84 min,"Documentaries, Music_Musicals",6.4,bob weir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,aziz ansari live at madison square garden,TV-MA,58 min,StandUpComedy,6.4,aziz ansari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,quiet victory: the charlie wedemeyer story,TV-PG,93 min,"Dramas, SportsMovies",6.4,pam dawber,michael nouri,bess meyer,peter berg,james handy,kyle chandler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,victim of beauty,TV-14,93 min,"Dramas, Thrillers",6.4,william devane,jeri ryan,michele abrams,nick searcy,linda pierce,j. don ferguson,butch slade,joyce bowden-kirby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,706,TV-14,118 min,"HorrorMovies, InternationalMovies",6.4,divya dutta,atul kulkarni,mohan agashe,anupam shyam,raayo s. bakhirta,yashvit sancheti,greeva kansara,archan trivedi,rajiv pathak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,1920,TV-MA,143 min,"HorrorMovies, InternationalMovies, Thrillers",6.4,rajneesh duggal,adah sharma,indraneil sengupta,anjori alagh,rajendranath zutshi,vipin sharma,amin hajee,shri vallabh vyas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,37165,TV-14,149 min,"Dramas, InternationalMovies, Thrillers",6.4,sadiq daba,david bailie,kayode olaiya,kehinde bankole,fabian adeoye lojede,nick rhys,kunle afolayan,colin david reese,ibrahim shatta,femi adebayo,kanayo o. kanayo,lawrence stubbings,ademola adedoyin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,39845,TV-14,1 Season,"InternationalTvShows, TVDramas",6.4,shahd el yaseen,shaila sabt,hala,hanadi al-kandari,salma salem,ibrahim al-harbi,mahmoud boushahri,yousef al balushi,ghorour,abdullah al-bloshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,44764,R,144 min,"Dramas, Thrillers",6.4,anders danielsen lie,jon ã˜igarden,jonas strand gravli,ola g. furuseth,maria bock,thorbjã¸rn harr,jaden smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,16 blocks,PG-13,102 min,Action_Adventure,6.4,bruce willis,mos def,david morse,jenna stern,cylk cozart,casey sander,david zayas,robert racki,patrick garrow,sasha roiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,a noble intention,TV-MA,111 min,"Dramas, InternationalMovies",6.4,gijs scholten van aschat,jacob derwig,rifka lodeizen,juda goslinga,zeb troostwijk,elisabeth hesemans,joosje duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,across the universe,PG-13,133 min,"Dramas, Music_Musicals, RomanticMovies",6.4,evan rachel wood,jim sturgess,joe anderson,dana fuchs,martin luther,james urbaniak,t.v. carpio,spencer liff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,alone in berlin,R,103 min,Dramas,6.4,emma thompson,brendan gleeson,daniel brã¼hl,monique chaumette,joachim bissmeier,katrin pollitt,lars rudolph,uwe preuss,daniel strã¤ãÿer,rainer reiners,mikael persbrandt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,an american tail,G,80 min,Children_FamilyMovies,6.4,erica yohn,nehemiah persoff,amy green,phillip glasser,christopher plummer,john finnegan,will ryan,hal smith,dom deluise,madeline kahn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,azhar,TV-14,129 min,"Dramas, InternationalMovies, SportsMovies",6.4,emraan hashmi,prachi desai,nargis fakhri,lara dutta,kunaal roy kapur,gautam gulati,anikie maguire,kulbhushan kharbanda,rajesh sharma,shernaz patel,veerendra saxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,barbie: a fairy secret,TV-Y7,72 min,Children_FamilyMovies,6.4,diana kaarina,adrian petriw,britt irvin,cassandra morris,kate higgins,silvio pollio,brittney wilson,alexandra carter,nicole oliver,barbara tyson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bewafaa,TV-PG,149 min,"Dramas, InternationalMovies, RomanticMovies",6.4,anil kapoor,akshay kumar,kareena kapoor,sushmita sen,shamita shetty,manoj bajpayee,kabir bedi,nafisa ali,supriya pathak,raj premi,supriya karnik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,big bear,TV-MA,87 min,Comedies,6.4,joey kern,adam brody,zachary knighton,tyler labine,pablo schreiber,toby huss,heidi heaslet,ahna o'reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,blood _ treasures,TV-14,1 Season,"InternationalTvShows, TVDramas, TVSci_Fi_Fantasy",6.4,nawat kulrattanarak,woranuch wongsawan,jespipat tilapornputt,paramej noiam,phutharit prombandal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,braxton family values,TV-PG,2 Seasons,RealityTV,6.4,toni braxton,trina braxton,traci braxton,towanda braxton,tamar braxton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,bullitt county,TV-MA,98 min,"IndependentMovies, Thrillers",6.4,mike c. nelson,jenni melear,david mccracken,napoleon ryan,dorothy lyman,richard riehle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,cain and abel,TV-MA,1 Season,"InternationalTvShows, KoreanTVShows, RomanticTVShows",6.4,so ji-sub,shin hyun-joon,chae jung-an,han ji-min,kim hae-suk,you-mi ha,yong jang,kwon hae-hyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cappuccino,TV-PG,126 min,"Comedies, Dramas, InternationalMovies",6.4,dharmajan bolgatty,aneesh menon,sunil sukhada,anita lukmance,kottayam pradeep,natasha doshi,hareesh perumanna,sharanya,vineeth mohan,sudhi koppa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,care bears: welcome to care-a-lot,TV-Y,1 Season,KidsTV,6.4,david lodge,patty mattson,doug erholtz,stephanie sheh,nayo wallace,michael sinterniklaas,michaela dean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,change in the air,PG,95 min,Dramas,6.4,mary beth hurt,rachel brosnahan,aidan quinn,olympia dukakis,m. emmet walsh,peter gerety,macy gray,satya bhabha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,class of '61,TV-PG,91 min,Dramas,6.4,christien anholt,andre braugher,dan futterman,josh lucas,clive owen,sophie ward,sue-ann leeds,laura linney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,cleopatra jones,PG,89 min,"Action_Adventure, ClassicMovies",6.4,tamara dobson,bernie casey,brendasykes,esther rolle,shelley winters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dear dracula,TV-Y7-FV,43 min,"Children_FamilyMovies, Comedies",6.4,nathan gamble,ray liotta,emilio estevez,ariel winter,matthew lillard,yuri lowenthal,marion ross,tara strong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dinner for schmucks,PG-13,115 min,Comedies,6.4,steve carell,paul rudd,zach galifianakis,jemaine clement,jeff dunham,bruce greenwood,ron livingston,chris o'dowd,lucy punch,stephanie szostak,david walliams,larry wilmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dolphin kick,TV-PG,90 min,Children_FamilyMovies,6.4,axle mccoy,travis mccoy,tyler jade nixon,alexis louder,devaughn gow,lavaughn hamilton,maya simmons,quddus newton,jordan padreira,derek lee nixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,dr. seuss' the grinch,PG,86 min,"Children_FamilyMovies, Comedies",6.4,benedict cumberbatch,cameron seely,rashida jones,pharrell williams,kenan thompson,angela lansbury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,dramaworld,TV-14,1 Season,"RomanticTVShows, TVComedies, TVDramas",6.4,liv hewson,sean dulake,justin chon,noo-ri bae,sa-hee kim,jimmy shubert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fallen,R,124 min,Thrillers,6.4,denzel washington,john goodman,donald sutherland,embeth davidtz,james gandolfini,elias koteas,gabriel casseus,michael j. pagan,robert joy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,fear and loathing in las vegas,R,118 min,"Comedies, CultMovies, Dramas",6.4,johnny depp,benicio del toro,tobey maguire,ellen barkin,gary busey,christina ricci,mark harmon,cameron diaz,katherine helmond,michael jeter,craig bierko,lyle lovett,flea,christopher meloni,harry dean stanton,tim thomerson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,five elements ninjas,R,104 min,"Action_Adventure, InternationalMovies",6.4,tien-chi cheng,tien hsiang lung,meng lo,michael chan wai-man,pei hsi chen,li wang,ke chu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,freshman year,TV-PG,104 min,"Dramas, Faith _ Spirituality",6.4,diallo thompson,natalia dominguez,benjamin a. onyango,gregory alan williams,desalene jones,wynton odd,ed gonzalez moreno,natasha dee davis,cameron schaefer,joshua flores-q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,from japan to egypt,TV-14,93 min,"Children_FamilyMovies, Comedies, Dramas",6.4,ahmed eid,saki tsukamoto,nada moussa,mohammed tharwat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,ghost town gold,TV-14,1 Season,RealityTV,6.4,brit eaton,scott glaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,good kids,R,90 min,"Comedies, IndependentMovies",6.4,nicholas braun,zoey deutch,mateo arias,israel broussard,dayo okeniyi,julia garner,kevin chapman,ashley judd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,harold and lillian: a hollywood love story,TV-14,95 min,Documentaries,6.4,harold michelson,lillian michelson,mel brooks,francis ford coppola,danny devito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,hormones,TV-MA,3 Seasons,"InternationalTvShows, RomanticTVShows, TVDramas",6.4,pachara chirathivat,ungsumalynn sirapatsakmetha,sutatta udomsilp,chutavuth pattarakampol,sirachuch chienthaworn,gunn junhavat,sananthachat thanapatpisal,thanapob leeratanakajorn,supassra thanachat,sedthawut anusit,kemisara paladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ice guardians,TV-MA,108 min,"Documentaries, InternationalMovies, SportsMovies",6.4,dave brown,brett hull,rob ray,jarome iginla,wendel clark,scott parker,dave schultz,jay baruchel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,iron man _ captain america: heroes united,PG,71 min,"Children_FamilyMovies, Sci_Fi_Fantasy",6.4,adrian pasdar,roger craig smith,fred tatasciore,david kaye,clancy brown,liam o'brien,robin atkin downes,dee bradley baker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,jeopardy!,TV-G,2 Seasons,RealityTV,6.4,alex trebek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,karzzzz,TV-14,137 min,"InternationalMovies, Music_Musicals, RomanticMovies",6.4,himesh reshammiya,urmila matondkar,shweta kumar,dino morea,raj babbar,danny denzongpa,gulshan grover,rohini hattangadi,asrani,smita bansal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,le k benzema,TV-14,121 min,"Documentaries, InternationalMovies, SportsMovies",6.4,karim benzema,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,lego friends: girls on a mission,TV-Y,1 Season,KidsTV,6.4,jasmine st. clair,allegra clark,rosamund marks,faye mata,kira buckland,david roach,bradley venable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,loving annabelle,TV-MA,77 min,"Dramas, IndependentMovies, LGBTQMovies",6.4,erin kelly,diane gaidry,laura breckenridge,michelle horn,gustine fudickar,ilene graff,kevin mccarthy,markus flanagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,manhattan romance,TV-14,98 min,"Comedies, IndependentMovies, RomanticMovies",6.4,tom o'brien,katherine waterston,caitlin fitzgerald,gaby hoffmann,louis cancelmi,zach grenier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,mars,TV-PG,2 Seasons,"Docuseries, Science _ Nature TV, TVDramas",6.4,jihae,alberto ammann,clã©mentine poidatz,anamaria marinca,sammi rotibi,nicholas wittman,cosima shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,midnight special,PG-13,112 min,"Action_Adventure, Sci_Fi_Fantasy",6.4,michael shannon,joel edgerton,kirsten dunst,adam driver,jaeden martell,sam shepard,bill camp,scott haze,paul sparks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mission: destroy love,TV-PG,93 min,"Comedies, InternationalMovies, RomanticMovies",6.4,bront palarae,maya karin,remy ishak,izara aishah,azad jazmin,dira abu zahar,zarina zainuddin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,mune: guardian of the moon,PG,85 min,Children_FamilyMovies,6.4,joshua j. ballard,nicole provost,trevor devall,michael dobson,jonathan love,davey grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,murder party,NR,79 min,"Comedies, CultMovies, HorrorMovies",6.4,alex barnett,macon blair,paul goldblatt,stacy rock,william lacey,beau sia,skei saulnier,chris sharp,bill tangradi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,ocean's thirteen,PG-13,122 min,"Action_Adventure, Comedies",6.4,george clooney,brad pitt,matt damon,andy garcia,don cheadle,bernie mac,ellen barkin,al pacino,casey affleck,scott caan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,operator,TV-MA,91 min,"Comedies, Dramas, IndependentMovies",6.4,martin starr,mae whitman,nat faxon,cameron esposito,retta,christine lahti,kate cobb,kristopher lofton,tim hopper,trevor dawkins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,phobia 2,TV-MA,125 min,"HorrorMovies, InternationalMovies",6.4,jirayu la-ongmanee,charlie trairat,worrawech danuwong,marsha wattanapanich,nicole theriault,chumphorn thepphithak,gacha plienwithi,suteerush channukool,peeratchai roompol,nattapong chartpong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,pimpal,TV-PG,92 min,"Dramas, IndependentMovies, InternationalMovies",6.4,dilip prabhavalkar,priya bapat,kishore kadam,vrinda gajendra,alok rajwade,sakhi gokhale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,playing for time,TV-14,149 min,Dramas,6.4,vanessa redgrave,jane alexander,maud adams,donna haley,robin bartlett,marisa berenson,will lee,verna bloom,christine baranski,lenore harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,power battle watch car,TV-Y7,1 Season,"KidsTV, KoreanTVShows",6.4,sang-hyun um,tae-yeol jeon,yeong-wung jeong,hye-won jeong,yong-woo shin,jin-hong bae,do-hyeong nam,min-kyu lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,power rangers dino charge,TV-Y7,1 Season,KidsTV,6.4,brennan mejia,camille hyde,yoshi sudarso,michael taber,james davies,claire blackwelder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,power rangers jungle fury,TV-Y7,1 Season,KidsTV,6.4,jason smith,aljin abella,anna hutchison,david de lautour,nikolai nikolaeff,sarah thomson,bede skinner,holly shanahan,kelson henderson,richard simpson,cameron rhodes,elisabeth easther,mark wright,derek judge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,power rangers wild force,TV-Y7,1 Season,KidsTV,6.4,ricardo medina jr.,alyson kiperman,phillip jeanmarie,jessica rey,jack guzman,phillip andrew,ann marie crouch,ilia volok,sin wong,danny wayne,terence j. rotolo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,pyaar tune kya kiya,TV-14,3 Seasons,"InternationalTvShows, RomanticTVShows, TVDramas",6.4,meiyang chang,surbhi jyoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,red oleanders raktokarobi,TV-14,112 min,"Dramas, InternationalMovies",6.4,shantilal mukherjee,mumtaz sorcar,rahul,koushik sen,rajesh sharma,debdut ghosh,anindya banerjee,amitabha bhattacharjee,usashi chakraborty,dipankar dey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,safety not guaranteed,R,86 min,"Comedies, IndependentMovies, RomanticMovies",6.4,aubrey plaza,mark duplass,jake johnson,mary lynn rajskub,jeff garlin,kristen bell,jenica bergere,karan soni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,satrangi,TV-PG,1 Season,"Docuseries, InternationalTvShows",6.4,deepali sahay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,shakti: the power,TV-MA,168 min,"Dramas, InternationalMovies, Thrillers",6.4,karisma kapoor,nana patekar,sanjay kapoor,shah rukh khan,deepti naval,vijay raaz,tiku talsania,jaspal bhatti,divya dutta,prakash raj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,sid the science kid,TV-Y,1 Season,KidsTV,6.4,drew massey,julianne buescher,victor yerrid,alice dinnean,donna kimball,john munro cameron,kristin charney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,something's gotta give,PG-13,128 min,"Comedies, RomanticMovies",6.4,jack nicholson,diane keaton,keanu reeves,frances mcdormand,amanda peet,jon favreau,paul michael glaser,rachel ticotin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the andy griffith show,TV-G,8 Seasons,"Classic _ Cult TV, TVComedies",6.4,andy griffith,ron howard,don knotts,frances bavier,howard mcnear,hope summers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the angry birds movie 2,PG,97 min,"Children_FamilyMovies, Comedies",6.4,jason sudeikis,rachel bloom,leslie jones,josh gad,bill hader,danny mcbride,awkwafina,sterling k. brown,tiffany haddish,eugenio derbez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the bad education movie,TV-MA,87 min,Comedies,6.4,jack whitehall,joanna scanlan,iain glen,ethan lawrence,layton williams,kae alexander,weruche opia,nikki runeckles,charlie wernham,jack binstead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the case for christ,TV-PG,113 min,"Dramas, Faith _ Spirituality",6.4,mike vogel,erika christensen,faye dunaway,robert forster,frankie faison,mike pniewski,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the competition,TV-14,103 min,"Comedies, RomanticMovies",6.4,thora birch,chris klein,claire coffee,david blue,kelsey tucker,michael draper,jason tobias,gabrielle stone,catherine johnson,tiffany fallon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the confirmation,PG-13,101 min,"Comedies, Dramas, IndependentMovies",6.4,clive owen,maria bello,patton oswalt,jaeden lieberher,matthew modine,stephen tobolowsky,tim blake nelson,robert forster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the consul's son,TV-14,114 min,"Comedies, InternationalMovies, Thrillers",6.4,khaled saleh,ghada adel,ahmed el-sakka,khaled sarhan,sawsan badr,mustafa haridi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the dark side of life: mumbai city,TV-MA,121 min,"Dramas, InternationalMovies",6.4,mahesh bhatt,kay kay menon,avii,nikhil ratnaparkhi,neha khan,alisha khan,irfan hussein,jyoti malshe,sayed gul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the departed,R,151 min,"Dramas, Thrillers",6.4,leonardo dicaprio,matt damon,jack nicholson,mark wahlberg,martin sheen,ray winstone,vera farmiga,anthony anderson,alec baldwin,kevin corrigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the desert bride,TV-14,78 min,"Dramas, InternationalMovies",6.4,paulina garcã­a,claudio rissi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the first temptation of christ,TV-MA,46 min,"Comedies, InternationalMovies",6.4,gregorio duvivier,fã¡bio porchat,antonio tabet,evelyn castro,rafael portugal,robson nunes,joã£o vicente de castro,estevam nabote,thati lopes,karina ramil,sura berditchevsky,fã¡bio de luca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the free man,TV-PG,84 min,"Documentaries, SportsMovies",6.4,jossi wells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the great british baking show: masterclass,TV-PG,4 Seasons,"BritishTVShows, RealityTV",6.4,mary berry,paul hollywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Movie,the hurricane heist,PG-13,103 min,Action_Adventure,6.4,toby kebbell,maggie grace,ryan kwanten,ralph ineson,melissa bolona,ben cross,jamie andrew cutler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TVShow,the irish mob,TV-MA,1 Season,"CrimeTVShows, Docuseries",6.4,mickey spillane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
